1.5506,3.7763
1.6117,3.9133
1.6856,4.0438
1.7696,4.1681
1.8626,4.2858
1.9624,4.3978
2.0676,4.5047
2.1549,4.6266
2.2546,4.7387
2.3639,4.8415
2.4560,4.9599
2.5605,5.0675
2.6747,5.1647
2.7702,5.2804
2.8774,5.3853
2.9938,5.4800
3.0896,5.5954
3.1970,5.7001
3.3138,5.7941
3.4484,5.8604
3.5933,5.8991
3.7432,5.9043
3.8931,5.8970
4.0415,5.8752
4.1884,5.9055
4.3188,5.9796
4.4160,6.0939
4.4610,6.2370
4.4467,6.3863
4.4918,6.5294
4.5890,6.6436
4.6586,6.7765
4.6996,6.9208
4.6835,7.0699
4.6233,7.2073
4.5555,7.3411
4.4814,7.4715
4.3758,7.5780
4.2488,7.6578
4.1064,7.7051
3.9703,7.7681
3.8413,7.8447
3.7436,7.9585
3.6829,8.0956
3.6700,8.2451
3.6776,8.3949
3.7082,8.5417
3.7842,8.9345
3.7919,9.0843
3.7898,9.2342
3.7775,9.3837
3.7454,9.7824
3.7211,10.1817
3.7258,10.3316
3.6718,10.4716
3.5675,10.5794
3.4395,10.6576
3.2971,10.7046
3.1486,10.7259
2.9986,10.7238
2.8490,10.7127
2.7002,10.6938
2.5529,10.6655
2.4056,10.6935
2.2756,10.7684
2.1807,10.8846
2.3416,11.0035
2.2356,11.1095
2.1692,11.2441
2.1436,11.3919
2.1637,11.5405
2.1919,11.6878
2.2291,11.8331
2.2085,11.9817
2.1392,12.1147
1.9520,12.4682
1.8648,12.5903
1.7631,12.7006
1.6819,12.8267
1.6235,12.9649
1.5919,13.1115
1.6198,13.2589
1.7030,13.3837
1.5928,13.5506
1.7403,13.5780
1.7833,13.7733
1.6676,13.6101
1.7465,13.4826
1.7829,13.3371
1.7789,13.1871
1.7988,13.0384
1.8393,12.8940
1.9062,12.7598
1.9924,12.6370
2.0941,12.5267
2.1792,12.4032
2.2816,12.2936
2.3745,12.1758
2.4590,12.0519
2.5663,11.9470
2.6659,11.8349
2.7585,11.7169
2.8728,11.6197
2.9780,11.5128
3.0744,11.3979
3.3315,11.0915
3.5923,10.7882
3.6725,10.6614
3.7359,10.5255
3.7793,10.3819
3.8004,10.2334
3.7970,10.0834
3.7866,9.9338
3.7686,9.7849
3.7257,9.3872
3.7222,9.2372
3.7204,8.8372
3.7261,8.6873
3.7428,8.2877
3.7578,7.8880
3.8131,7.7485
3.8771,7.6129
3.9487,7.4810
4.0332,7.3571
4.1274,7.2404
4.2300,7.1309
4.5082,6.8435
4.7906,6.5603
4.9040,6.4620
5.0395,6.3978
5.1874,6.3727
5.3374,6.3702
5.4860,6.3901
5.8822,6.4457
6.0315,6.4592
6.1785,6.4293
6.3142,6.3654
6.4616,6.3375
6.6115,6.3429
6.7605,6.3605
6.9078,6.3889
7.3013,6.4605
7.4506,6.4748
7.6006,6.4760
8.0006,6.4726
8.4005,6.4627
8.8004,6.4525
9.2003,6.4437
9.6002,6.4387
10.0002,6.4368
10.4002,6.4382
10.8002,6.4431
10.9465,6.4099
11.0836,6.3491
11.2074,6.2643
11.3398,6.1939
11.4793,6.1388
11.6259,6.1071
11.7757,6.0992
11.9257,6.1026
12.0750,6.1171
12.4732,6.1550
12.6230,6.1625
12.7677,6.2020
12.6810,6.3823
12.8223,6.4325
12.9329,6.5338
13.0291,6.6489
13.0928,6.7848
13.1224,6.9318
13.1301,7.0816
13.1173,7.2311
13.0773,7.6290
13.1102,7.7754
13.2848,7.6778
13.3432,7.8160
13.3797,7.9615
13.3567,8.1097
13.3073,8.2513
13.2857,8.3998
13.2969,8.5493
13.3348,8.9475
13.3711,9.3459
13.3762,9.4958
13.3730,9.6458
13.3618,10.0456
13.3497,10.4454
13.3402,10.8453
13.3952,10.9848
13.5003,11.0919
13.6388,11.1496
13.7888,11.1488
13.9266,11.0896
14.0306,10.9815
14.0842,10.8414
14.0790,10.6915
14.0234,10.5522
13.9316,10.4335
13.8134,10.3412
13.6739,10.2861
13.5407,10.2171
13.4148,10.1356
13.2972,10.0425
13.4335,9.8961
13.3093,9.8120
13.1743,9.7466
13.0245,9.7389
12.6247,9.7258
12.4748,9.7311
12.0751,9.7471
11.6753,9.7609
11.2754,9.7699
10.8754,9.7722
10.7350,9.8249
10.6202,9.9215
10.5182,10.0314
10.4282,10.1515
10.3516,10.2804
10.3040,10.4227
10.2869,10.5717
10.2865,10.7217
10.3026,10.8708
10.2771,11.0187
10.2169,11.1560
10.0573,11.5228
9.9791,11.6509
9.8859,11.7684
9.8088,11.8971
9.7484,12.0343
9.6767,12.1661
9.5960,12.2925
9.5064,12.4128
9.4411,12.5479
9.4036,12.6931
9.3887,12.8424
9.3969,12.9922
9.3658,13.1389
9.3014,13.2744
9.2037,13.3882
9.0703,13.4566
8.9211,13.4722
8.7714,13.4625
8.6252,13.4287
8.2351,13.3403
8.0862,13.3223
7.9364,13.3153
7.7864,13.3183
7.3866,13.3306
6.9869,13.3450
6.5871,13.3582
6.4471,13.3044
6.3391,13.2003
6.1552,13.2789
6.3552,13.2781
6.5397,13.3553
6.6469,13.2504
6.7201,13.4365
6.8621,13.3883
7.0064,13.3473
7.1544,13.3230
7.3043,13.3165
7.4542,13.3185
7.6039,13.3292
8.0029,13.3569
8.4024,13.3768
8.5524,13.3777
8.9524,13.3722
9.3521,13.3588
9.4883,13.2958
9.5891,13.1848
9.6388,13.0433
9.6348,12.8933
9.6089,12.7456
9.5643,12.6023
9.5006,12.4665
9.4525,12.3245
9.4225,12.1775
9.4094,12.0281
9.4150,11.8782
9.4354,11.4787
9.4568,11.0793
9.4727,10.6796
9.4722,10.5296
9.4645,10.3798
9.4445,9.9803
9.3871,9.8417
9.2886,9.7286
9.1565,9.6576
9.0089,9.6309
8.8606,9.6533
8.7139,9.6847
8.5697,9.7259
8.4226,9.7552
8.2734,9.7711
8.1235,9.7767
7.9736,9.7710
7.5740,9.7534
7.1743,9.7382
6.7744,9.7282
6.3744,9.7256
6.2245,9.7315
6.0815,9.7766
5.9521,9.8525
5.8430,9.9554
5.7734,10.0883
5.7473,10.2360
5.7461,10.3860
5.8034,10.5246
5.9102,10.6300
5.8363,10.8158
5.9862,10.8126
5.9044,10.6301
5.7580,10.4939
5.8340,10.3645
5.8839,10.2231
5.9028,10.0743
5.9523,9.9327
6.0283,9.8034
6.1213,9.6857
6.2268,9.5791
6.3188,9.4606
6.4237,9.3534
6.5384,9.2567
6.6366,9.1433
6.7453,9.0399
6.8619,8.9456
6.9600,8.8321
7.0681,8.7282
7.1843,8.6333
7.2803,8.5181
7.3873,8.4129
7.5032,8.3177
7.6368,8.2494
7.7808,8.2075
7.9304,8.1968
8.0804,8.2003
8.2291,8.2194
8.6262,8.2679
8.7761,8.2740
8.9261,8.2738
9.0759,8.2674
9.4755,8.2499
9.8753,8.2359
10.0253,8.2376
10.4252,8.2442
10.8252,8.2516
11.2251,8.2572
11.6251,8.2599
12.0251,8.2585
12.4251,8.2558
12.8251,8.2523
13.2251,8.2486
13.3627,8.1889
13.4662,8.0803
13.5193,7.9400
13.6654,7.5677
13.6946,7.4206
13.7051,7.2709
13.6967,7.1212
13.6475,6.9795
13.5671,6.8529
13.3574,6.5122
13.2419,6.4166
13.1008,6.3657
12.9643,6.3035
12.8330,6.2308
12.7336,6.1186
12.4631,5.8239
12.3569,5.7179
12.2465,5.6164
11.9521,5.3456
11.6596,5.0727
11.3699,4.7970
11.2863,4.6724
11.2280,4.5342
11.1993,4.3870
11.1910,4.2372
11.2043,4.0878
11.1738,3.9409
11.2029,3.7938
11.2658,3.6576
11.3549,3.5369
11.4356,3.4105
11.5373,3.3002
11.6544,3.2065
11.7554,3.0956
11.8680,2.9964
11.9685,2.8851
12.0580,2.7647
12.1668,2.6615
12.2666,2.5495
12.3582,2.4307
12.4708,2.3316
12.5744,2.2231
12.6694,2.1071
12.7542,1.9834
12.8451,1.8640
12.9413,1.7489
13.0634,1.6618
13.2098,1.6291
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
13.3574,1.6559
12.9673,1.7445
12.9673,1.7445
12.9673,1.7445
12.9673,1.7445
12.5681,1.7194
12.5681,1.7194
12.1747,1.6470
12.1747,1.6470
12.1747,1.6470
12.1747,1.6470
12.1747,1.6470
12.1747,1.6470
12.1747,1.6470
12.1747,1.6470
12.1747,1.6470
12.1747,1.6470
12.1747,1.6470
12.0352,2.0219
12.0352,2.0219
12.0352,2.0219
12.0352,2.0219
12.0352,2.0219
12.0352,2.0219
11.8633,2.3831
11.8633,2.3831
11.8633,2.3831
11.8633,2.3831
11.8633,2.3831
11.8633,2.3831
11.5623,2.6466
11.5623,2.6466
11.5623,2.6466
11.5623,2.6466
11.5623,2.6466
11.5623,2.6466
11.5623,2.6466
11.5623,2.6466
11.1623,2.6474
11.1623,2.6474
10.7661,2.5924
10.7661,2.5924
10.7661,2.5924
10.7661,2.5924
10.7661,2.5924
10.7661,2.5924
10.7661,2.5924
10.7661,2.5924
10.4998,2.8908
10.4998,2.8908
10.2781,3.2238
10.2781,3.2238
10.2781,3.2238
10.2781,3.2238
10.2781,3.2238
10.2781,3.2238
10.2781,3.2238
10.0735,3.5675
10.0735,3.5675
10.0735,3.5675
10.0735,3.5675
9.7846,3.8441
9.7846,3.8441
9.4605,4.0786
9.4605,4.0786
9.4605,4.0786
9.4605,4.0786
9.4605,4.0786
9.4605,4.0786
9.1142,4.2789
9.1142,4.2789
8.8068,4.5348
8.8068,4.5348
8.8068,4.5348
8.8068,4.5348
8.8068,4.5348
8.8068,4.5348
8.8068,4.5348
8.8068,4.5348
8.4290,4.4036
8.4290,4.4036
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
8.0646,4.2386
7.8991,4.6027
7.8991,4.6027
7.7718,4.9819
7.7718,4.9819
7.7718,4.9819
7.7718,4.9819
7.4367,5.2004
7.4367,5.2004
7.0819,5.3850
7.0819,5.3850
7.0819,5.3850
7.0819,5.3850
6.9222,5.7517
6.9222,5.7517
6.9222,5.7517
6.6338,6.0289
6.6338,6.0289
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.2643,6.1821
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.5688,5.9228
6.4606,6.3079
6.4606,6.3079
6.4606,6.3079
6.4606,6.3079
6.4606,6.3079
6.4606,6.3079
6.4606,6.3079
6.4606,6.3079
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
6.1402,6.5473
5.8360,6.2876
5.8360,6.2876
5.8360,6.2876
5.6021,5.9631
5.6021,5.9631
5.3976,5.6193
5.3976,5.6193
5.3976,5.6193
5.0371,5.4462
5.0371,5.4462
5.0371,5.4462
4.8562,5.0894
4.8562,5.0894
4.8562,5.0894
4.4893,4.9301
4.4893,4.9301
4.4893,4.9301
4.4893,4.9301
4.3274,4.5643
4.3274,4.5643
4.0423,4.2837
4.0423,4.2837
4.0423,4.2837
4.0423,4.2837
3.6436,4.3154
3.6436,4.3154
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.2808,4.4838
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.6741,4.4112
3.3114,4.2426
3.3114,4.2426
3.3114,4.2426
3.3114,4.2426
3.3114,4.2426
3.3114,4.2426
2.9119,4.2626
2.9119,4.2626
2.5198,4.3415
2.5198,4.3415
2.5198,4.3415
2.5198,4.3415
2.5198,4.3415
2.5198,4.3415
2.5198,4.3415
2.1355,4.4527
2.1355,4.4527
2.1355,4.4527
2.1355,4.4527
2.1355,4.4527
2.1355,4.4527
2.1355,4.4527
2.1355,4.4527
1.7519,4.3393
1.7519,4.3393
1.7519,4.3393
1.7519,4.3393
1.7519,4.3393
1.7519,4.3393
1.7519,4.3393
1.7519,4.3393
1.7519,4.3393
1.5382,4.0012
1.5382,4.0012
1.5382,4.0012
1.5382,4.0012
1.5382,4.0012
1.5382,4.0012
1.5382,4.0012
1.5650,3.6021
1.5650,3.6021
1.6547,3.2123
1.6547,3.2123
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5598,2.8237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.5530,3.2237
1.9113,3.0458
1.9113,3.0458
1.9113,3.0458
1.9113,3.0458
1.9113,3.0458
1.9113,3.0458
1.9113,3.0458
1.9113,3.0458
1.9113,3.0458
2.0479,2.6699
2.0479,2.6699
2.0479,2.6699
2.0998,2.2733
2.0998,2.2733
2.0998,2.2733
2.3030,1.9287
2.3030,1.9287
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.3551,1.5321
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.2052,1.9030
2.5840,1.7744
2.5840,1.7744
2.5840,1.7744
2.5840,1.7744
2.5840,1.7744
2.5840,1.7744
2.5840,1.7744
2.5840,1.7744
2.5840,1.7744
2.5840,1.7744
2.5840,1.7744
2.6419,1.3786
2.6419,1.3786
2.6842,0.9808
2.6842,0.9808
2.6842,0.9808
2.6842,0.9808
2.9400,0.6733
2.9400,0.6733
2.9400,0.6733
2.9400,0.6733
3.0070,0.2789
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
3.0722,-0.1157
2.9099,0.2499
2.9099,0.2499
2.9099,0.2499
2.9099,0.2499
2.9099,0.2499
2.9099,0.2499
2.9099,0.2499
2.9099,0.2499
